dte,pc
2020-12-03,0.96
2020-12-04,0.97
2020-12-05,0.97
2020-12-06,0.98
2020-12-07,0.9900000000000001
2020-12-08,0.9900000000000001
2020-12-09,1.0
2020-12-10,1.01
2020-12-11,1.02
2020-12-12,1.03
2020-12-13,1.0699999999999998
2020-12-14,1.0999999999999999
2020-12-15,1.13
2020-12-16,1.17
2020-12-17,1.23
2020-12-18,1.3
2020-12-19,1.38
2020-12-20,1.47479095592541
2020-12-21,1.5700675242889601
2020-12-22,1.66519791922637
2020-12-23,1.75792069743742
2020-12-24,1.8459121725317802
2020-12-25,1.92696379998081
2020-12-26,1.99914576741617
2020-12-27,2.04438223027722
2020-12-28,2.09940872894384
2020-12-29,2.1417044649763297
2020-12-30,2.16960694987153
2020-12-31,2.1827062427859
2021-01-01,2.18185958338659
2021-01-02,2.06766347525177
2021-01-03,2.0494613053461097
2021-01-04,2.0338028667039003
2021-01-05,2.0203241258903297
2021-01-06,2.00869695605147
2021-01-07,1.9985965502879202
2021-01-08,1.9896552474055602
2021-01-09,1.9693190564493102
2021-01-10,1.95658333780332
2021-01-11,1.94403497477901
2021-01-12,1.9313690291619001
2021-01-13,1.9183349632268198
2021-01-14,1.90470538958587
2021-01-15,1.89023857317394
2021-01-16,1.8746510537928598
2021-01-17,1.8960357085604
2021-01-18,1.87458117683121
2021-01-19,1.8487796123771199
2021-01-20,1.81875436507072
2021-01-21,1.78494403447425
2021-01-22,1.74797487431705
2021-01-23,1.70851838674879
2021-01-24,1.6417546803853302
2021-01-25,1.6025373295612801
2021-01-26,1.5623599883188999
2021-01-27,1.52090477774611
2021-01-28,1.47805493577926
2021-01-29,1.43385112383772
2021-01-30,1.38843884444457
2021-01-31,1.36587754433049
2021-02-01,1.3216722968794499
2021-02-02,1.2733579278015401
2021-02-03,1.22171130986523
2021-02-04,1.16786384354961
2021-02-05,1.11309980445751
2021-02-06,1.05865825824712
2021-02-07,1.0053768653889201
2021-02-08,0.955262602555196
2021-02-09,0.908332286633904
2021-02-10,0.864428247081897
2021-02-11,0.8234247851213249
2021-02-12,0.7851702971410751
2021-02-13,0.749445695928946
2021-02-14,0.743716684189322
2021-02-15,0.713753755340476
2021-02-16,0.68277387363709
2021-02-17,0.651068196339401
2021-02-18,0.619127863930349
2021-02-19,0.587544892286784
2021-02-20,0.556913215061333
2021-02-21,0.528903010853418
2021-02-22,0.503298696092819
2021-02-23,0.479432080417891
2021-02-24,0.457323052009041
2021-02-25,0.437032154077372
2021-02-26,0.41862229252103395
2021-02-27,0.40212533176585197
2021-02-28,0.40095552985477906
2021-03-01,0.391934885593908
2021-03-02,0.38289800661302603
2021-03-03,0.373852431374072
2021-03-04,0.364880829976742
2021-03-05,0.356114463247087
2021-03-06,0.34959780990649203
2021-03-07,0.34535304016221097
2021-03-08,0.34073957985682596
2021-03-09,0.335806500001758
2021-03-10,0.330677262758618
2021-03-11,0.325522350078661
2021-03-12,0.320526837903182
2021-03-13,0.315860506381612
2021-03-14,0.311392030128796
2021-03-15,0.313681521269412
2021-03-16,0.31514835713123995
2021-03-17,0.31568428566698303
2021-03-18,0.315277847635497
2021-03-19,0.31400061037640903
2021-03-20,0.311980275896385
2021-03-21,0.309369028514699
2021-03-22,0.304960772137148
2021-03-23,0.30254573981287103
2021-03-24,0.300076701587637
2021-03-25,0.29744892681317603
2021-03-26,0.29457735181630695
2021-03-27,0.291384517850672
2021-03-28,0.292580341631212
2021-03-29,0.28816242397396097
2021-03-30,0.282768942141061
2021-03-31,0.276325300487927
2021-04-01,0.26884363404961803
2021-04-02,0.26040465129770296
2021-04-03,0.251134412874667
2021-04-04,0.24118323728213703
2021-04-05,0.23283748813425797
2021-04-06,0.220691609432664
2021-04-07,0.208644075720477
2021-04-08,0.19680052282639998
2021-04-09,0.185294448874879
2021-04-10,0.174258446838549
2021-04-11,0.16380329272854
2021-04-12,0.15792537282006
2021-04-13,0.15090476242376902
2021-04-14,0.143912369781511
2021-04-15,0.137029503000855
2021-04-16,0.130362349234443
2021-04-17,0.124018958684095
2021-04-18,0.1180910795589
2021-04-19,0.10738786289232499
2021-04-20,0.102284953717858
2021-04-21,0.097984224113844
2021-04-22,0.0943826785154397
2021-04-23,0.0913921522757831
2021-04-24,0.08893321646906831
2021-04-25,0.0869306564480145
2021-04-26,0.0839318623076184
2021-04-27,0.0836420104176607
2021-04-28,0.0833827710605749
2021-04-29,0.0831536167695604
2021-04-30,0.0829623669328258
2021-05-01,0.0828209626688142
2021-05-02,0.0827418097511594
2021-05-03,0.08032280468021319
2021-05-04,0.0804220888837218
2021-05-05,0.0806689970980295
2021-05-06,0.0810920335708917
2021-05-07,0.0817259107715412
2021-05-08,0.0826052167201438
2021-05-09,0.0837588408761204
2021-05-10,0.0858437519310151
2021-05-11,0.08749854425554561
2021-05-12,0.0894701888335525
2021-05-13,0.0917670969256958
2021-05-14,0.0943990726015216
2021-05-15,0.0973724631915772
2021-05-16,0.100685762443477
2021-05-17,0.104475907364305
2021-05-18,0.106524160070997
2021-05-19,0.10932042095598399
2021-05-20,0.11289525035537099
2021-05-21,0.117268254802119
2021-05-22,0.122433102199743
2021-05-23,0.12834072690016898
2021-05-24,0.139108080993314
2021-05-25,0.144315496101942
2021-05-26,0.149960592569373
2021-05-27,0.155922382298938
2021-05-28,0.162053571536153
2021-05-29,0.168182807895633
2021-05-30,0.174122012308785
2021-05-31,0.185263638498732
2021-06-01,0.185042404685263
2021-06-02,0.185398818356897
2021-06-03,0.186361415837022
2021-06-04,0.18797293278427
2021-06-05,0.190282884558117
2021-06-06,0.193340551835949
2021-06-07,0.196733963591936
2021-06-08,0.200187485150672
2021-06-09,0.204716517118744
2021-06-10,0.210397130772198
2021-06-11,0.217313425627432
2021-06-12,0.22555112963912
2021-06-13,0.235190575447235
2021-06-14,0.245941189333748
2021-06-15,0.257020090876921
2021-06-16,0.269976410752526
2021-06-17,0.284976687010267
2021-06-18,0.302174860877767
2021-06-19,0.321696913981607
2021-06-20,0.343622748429346
2021-06-21,0.355204306665561
2021-06-22,0.380208904163965
2021-06-23,0.407300379632234
2021-06-24,0.436522756309014
2021-06-25,0.467904419071871
2021-06-26,0.501447548361811
2021-06-27,0.544147725876856
2021-06-28,0.575950672195647
2021-06-29,0.609839228940789
2021-06-30,0.645981712124295
2021-07-01,0.684572057097766
2021-07-02,0.725795003060287
2021-07-03,0.769781704744281
2021-07-04,0.81656470771228
2021-07-05,0.850533703246057
2021-07-06,0.897504864558443
2021-07-07,0.948132938007597
2021-07-08,1.00207513650831
2021-07-09,1.05875998851654
2021-07-10,1.11733000959687
2021-07-11,1.161322021074
2021-07-12,1.21185810918897
2021-07-13,1.26023925357175
2021-07-14,1.30533803470458
2021-07-15,1.34610030404462
2021-07-16,1.38158936276774
2021-07-17,1.41102579082155
2021-07-18,1.39237916339684
2021-07-19,1.41246219070762
2021-07-20,1.42563165087691
2021-07-21,1.43177734534455
2021-07-22,1.43125191042703
2021-07-23,1.42478099442112
2021-07-24,1.41334527661336
2021-07-25,1.36044815108594
2021-07-26,1.34557533758026
2021-07-27,1.33033666520447
2021-07-28,1.31511399845813
2021-07-29,1.30042068461496
2021-07-30,1.28682195655746
2021-07-31,1.27485928181406
2021-08-01,1.26499272924256
2021-08-02,1.25756791745186
2021-08-03,1.25280615725492
2021-08-04,1.25081040090364
2021-08-05,1.25157696156917
2021-08-06,1.25500398306398
2021-08-07,1.26089168890344
2021-08-08,1.2689351475917
2021-08-09,1.27871584044854
2021-08-10,1.28970185807843
2021-08-11,1.30126665809782
2021-08-12,1.31273242306613
2021-08-13,1.32343678692335
2021-08-14,1.33281299465356
2021-08-15,1.34046639421262
2021-08-16,1.3462276158546
2021-08-17,1.35016669837604
2021-08-18,1.35256219465482
2021-08-19,1.35383184671138
2021-08-20,1.35444240609347
2021-08-21,1.35482186245473
2021-08-22,1.3552960791855
2021-08-23,1.35606431462131
2021-08-24,1.35721669664893
2021-08-25,1.35878457386892
2021-08-26,1.36080510244133
2021-08-27,1.36337735191287
2021-08-28,1.36669028324964
2021-08-29,1.37101264180584
2021-08-30,1.37664814616664
2021-08-31,1.38387190720087
2021-09-01,1.39287173562215
2021-09-02,1.4037188373833
2021-09-03,1.41638682056728
